PHO2018,Josh Jackson,2018,PHO,79,Active,SG,21,11.5
SAC2018,Justin Jackson,2018,SAC,52,Active,SF,23,6.7
DAL2018,Justin Jackson,2018,DAL,29,Active,SF,23,8.2
DET2018,Reggie Jackson,2018,DET,82,Active,PG,28,15.4
LAL2018,LeBron James,2018,LAL,55,Active,SF,34,27.4
ORL2018,Amile Jefferson,2018,ORL,12,Active,PF,25,2.3
NYK2018,John Jenkins,2018,NYK,22,Active,SG,27,5.2
GSW2018,Jonas Jerebko,2018,GSW,73,Active,PF,31,6.3
IND2018,Alize Johnson,2018,IND,14,Active,PF,22,0.9
PHI2018,Amir Johnson,2018,PHI,51,Active,C,31,3.9
MIA2018,James Johnson,2018,MIA,55,Active,PF,31,7.8
DET2018,Stanley Johnson,2018,DET,48,Active,SF,22,7.5
NOP2018,Stanley Johnson,2018,NOP,18,Active,SF,22,5.3
MIA2018,Tyler Johnson,2018,MIA,44,Active,PG,26,10.8
PHO2018,Tyler Johnson,2018,PHO,13,Active,PG,26,11.1
NOP2018,Wesley Johnson,2018,NOP,26,Active,SF,31,3.7
WAS2018,Wesley Johnson,2018,WAS,12,Active,SF,31,2.8
DEN2018,Nikola Joki?,2018,DEN,80,Active,C,23,20.1
GSW2018,Damian Jones,2018,GSW,24,Active,C,23,5.4
MIA2018,Derrick Jones,2018,MIA,60,Active,SF,21,7
CLE2018,Jalen Jones,2018,CLE,16,Active,SF,25,5.1
MIN2018,Tyus Jones,2018,MIN,68,Active,PG,22,6.9
DAL2018,DeAndre Jordan,2018,DAL,50,Active,C,30,11
NYK2018,DeAndre Jordan,2018,NYK,19,Active,C,30,10.9
IND2018,Cory Joseph,2018,IND,82,Active,PG,27,6.5
CHO2018,Frank Kaminsky,2018,CHO,47,Active,C,25,8.6
NYK2018,Enes Kanter,2018,NYK,44,Active,C,26,14
POR2018,Enes Kanter,2018,POR,23,Active,C,26,13.1
DET2018,Luke Kennard,2018,DET,63,Active,SG,22,9.7
CHO2018,Michael Kidd-Gilchrist,2018,CHO,64,Active,PF,25,6.7
DAL2018,Maxi Kleber,2018,DAL,71,Active,PF,27,6.8
HOU2018,Brandon Knight,2018,HOU,12,Active,PG,27,3
CLE2018,Brandon Knight,2018,CLE,27,Active,PG,27,8.5
NYK2018,Kevin Knox,2018,NYK,75,Active,PF,19,12.8
PHI2018,Furkan Korkmaz,2018,PHI,48,Active,SG,21,5.8
NYK2018,Luke Kornet,2018,NYK,46,Active,PF,23,7
CLE2018,Kyle Korver,2018,CLE,16,Active,PF,37,6.8
UTA2018,Kyle Korver,2018,UTA,54,Active,SG,37,9.1
SAC2018,Kosta Koufos,2018,SAC,42,Active,C,29,3.7
BRK2018,Rodions Kurucs,2018,BRK,63,Active,SF,20,8.5
LAL2018,Kyle Kuzma,2018,LAL,70,Active,PF,23,18.7
SAC2018,Skal Labissière,2018,SAC,13,Active,PF,22,2.8
CHO2018,Jeremy Lamb,2018,CHO,79,Active,SG,26,15.3
CHI2018,Zach LaVine,2018,CHI,63,Active,SG,23,23.7
POR2018,Jake Layman,2018,POR,71,Active,SF,24,7.6
IND2018,T.J. Leaf,2018,IND,58,Active,PF,21,3.9
NYK2018,Courtney Lee,2018,NYK,12,Active,SG,33,4.7
DAL2018,Courtney Lee,2018,DAL,22,Active,SG,33,3.6
GSW2018,Damion Lee,2018,GSW,32,Active,SG,26,4.9
ATL2018,Alex Len,2018,ATL,77,Active,C,25,11.1
TOR2018,Kawhi Leonard,2018,TOR,60,Active,SF,27,26.6
POR2018,Meyers Leonard,2018,POR,61,Active,C,26,5.9
DET2018,Jon Leuer,2018,DET,41,Active,PF,29,3.8
BRK2018,Caris LeVert,2018,BRK,40,Active,SF,24,13.7
POR2018,Damian Lillard,2018,POR,80,Active,PG,28,25.8
ATL2018,Jeremy Lin,2018,ATL,51,Active,PG,30,10.7
TOR2018,Jeremy Lin,2018,TOR,23,Active,PG,30,7
GSW2018,Shaun Livingston,2018,GSW,64,Active,PG,33,4
GSW2018,Kevon Looney,2018,GSW,80,Active,C,22,6.3
MIL2018,Brook Lopez,2018,MIL,81,Active,C,30,12.5
CHI2018,Robin Lopez,2018,CHI,74,Active,C,30,9.5
CLE2018,Kevin Love,2018,CLE,22,Active,PF,30,17
TOR2018,Kyle Lowry,2018,TOR,65,Active,PG,32,14.2
TOR2018,Jordan Loyd,2018,TOR,12,Active,PG,25,2.4
OKC2018,Timothé Luwawu-Cabarrot,2018,OKC,21,Active,SF,23,1.7
CHI2018,Timothé Luwawu-Cabarrot,2018,CHI,29,Active,SF,23,6.8
DEN2018,Tyler Lydon,2018,DEN,25,Active,PF,22,0.9
DEN2018,Trey Lyles,2018,DEN,64,Active,PF,23,8.5
MEM2018,Shelvin Mack,2018,MEM,53,Active,PG,28,7.9
WAS2018,Ian Mahinmi,2018,WAS,34,Active,C,32,4.1
MIL2018,Thon Maker,2018,MIL,35,Active,C,21,4.7
DET2018,Thon Maker,2018,DET,29,Active,PF,21,5.5
LAC2018,Boban Marjanovi?,2018,LAC,36,Active,C,30,6.7
PHI2018,Boban Marjanovi?,2018,PHI,22,Active,C,30,8.2
CHI2018,Lauri Markkanen,2018,CHI,52,Active,PF,21,18.7
ORL2018,Jarell Martin,2018,ORL,42,Active,PF,24,2.7
SAC2018,Frank Mason,2018,SAC,38,Active,PG,24,5.1
DAL2018,Wesley Matthews,2018,DAL,44,Active,SF,32,13.1
IND2018,Wesley Matthews,2018,IND,23,Active,SG,32,10.9
TOR2018,Patrick McCaw,2018,TOR,26,Active,SG,23,2.7
POR2018,CJ McCollum,2018,POR,70,Active,SG,27,21
PHI2018,T.J. McConnell,2018,PHI,76,Active,PG,26,6.4
IND2018,Doug McDermott,2018,IND,77,Active,SF,27,7.3
LAL2018,JaVale McGee,2018,LAL,75,Active,C,31,12
MIA2018,Rodney McGruder,2018,MIA,66,Active,SG,27,7.6
GSW2018,Alfonzo McKinnie,2018,GSW,72,Active,SF,26,4.7
SAC2018,Ben McLemore,2018,SAC,19,Active,SG,25,3.9
WAS2018,Jordan McRae,2018,WAS,27,Active,SG,27,5.9
DAL2018,Salah Mejri,2018,DAL,36,Active,C,32,3.9
PHO2018,De'Anthony Melton,2018,PHO,50,Active,PG,20,5
SAS2018,Chimezie Metu,2018,SAS,29,Active,PF,21,1.8
MIL2018,Khris Middleton,2018,MIL,77,Active,SF,27,18.3
TOR2018,C.J. Miles,2018,TOR,40,Active,SF,31,5.5
MEM2018,C.J. Miles,2018,MEM,13,Active,SF,31,9.3
NOP2018,Darius Miller,2018,NOP,69,Active,SF,28,8.2
TOR2018,Malcolm Miller,2018,TOR,10,Active,SF,25,3.5
SAS2018,Patty Mills,2018,SAS,82,Active,PG,30,9.9
DEN2018,Paul Millsap,2018,DEN,70,Active,PF,33,12.6
PHI2018,Shake Milton,2018,PHI,20,Active,SG,22,4.4
NOP2018,Nikola Miroti?,2018,NOP,32,Active,PF,27,16.7
MIL2018,Nikola Miroti?,2018,MIL,14,Active,PF,27,11.6
UTA2018,Donovan Mitchell,2018,UTA,77,Active,SG,22,23.8
UTA2018,Naz Mitrou-Long,2018,UTA,14,Active,SG,25,1.1
CHO2018,Malik Monk,2018,CHO,73,Active,SG,20,8.9
TOR2018,Greg Monroe,2018,TOR,38,Active,C,28,4.8
NOP2018,E'Twaun Moore,2018,NOP,53,Active,SG,29,11.9
BOS2018,Marcus Morris,2018,BOS,75,Active,PF,29,13.9
WAS2018,Markieff Morris,2018,WAS,34,Active,PF,29,11.5
OKC2018,Markieff Morris,2018,OKC,24,Active,PF,29,6.5
DEN2018,Monte Morris,2018,DEN,82,Active,PG,23,10.4
LAC2018,Johnathan Motley,2018,LAC,22,Active,PF,23,4.6
NYK2018,Emmanuel Mudiay,2018,NYK,59,Active,PG,22,14.8
DEN2018,Jamal Murray,2018,DEN,75,Active,PG,21,18.2
PHI2018,Mike Muscala,2018,PHI,47,Active,PF,27,7.4
LAL2018,Mike Muscala,2018,LAL,17,Active,PF,27,5.9
LAL2018,Sviatoslav Mykhailiuk,2018,LAL,39,Active,SF,21,3.3
OKC2018,Abdel Nader,2018,OKC,61,Active,SF,25,4
CLE2018,Larry Nance,2018,CLE,67,Active,C,26,9.4
BRK2018,Shabazz Napier,2018,BRK,56,Active,PG,27,9.4
UTA2018,Raul Neto,2018,UTA,37,Active,PG,26,5.3
UTA2018,Georges Niang,2018,UTA,59,Active,PF,25,4
MEM2018,Joakim Noah,2018,MEM,42,Active,C,33,7.1
OKC2018,Nerlens Noel,2018,OKC,77,Active,C,24,4.9
DAL2018,Dirk Nowitzki,2018,DAL,51,Active,PF,40,7.3
NYK2018,Frank Ntilikina,2018,NYK,43,Active,PG,20,5.7
MIN2018,James Nunnally,2018,MIN,13,Active,SF,28,2.1
POR2018,Jusuf Nurki?,2018,POR,72,Active,C,24,15.6
CLE2018,David Nwaba,2018,CLE,51,Active,SG,26,6.5
UTA2018,Royce O'Neale,2018,UTA,82,Active,SF,25,5.2
IND2018,Kyle O'Quinn,2018,IND,45,Active,C,28,3.5
BOS2018,Semi Ojeleye,2018,BOS,56,Active,PF,24,3.3
NOP2018,Jahlil Okafor,2018,NOP,59,Active,C,23,8.2
PHO2018,Élie Okobo,2018,PHO,53,Active,PG,21,5.7
MIN2018,Josh Okogie,2018,MIN,74,Active,SG,20,7.7
IND2018,Victor Oladipo,2018,IND,36,Active,SG,26,18.8
MIA2018,Kelly Olynyk,2018,MIA,79,Active,PF,27,10
CLE2018,Cedi Osman,2018,CLE,76,Active,SF,23,13
WAS2018,Kelly Oubre,2018,WAS,29,Active,SF,23,12.9
PHO2018,Kelly Oubre,2018,PHO,40,Active,SF,23,16.9
DET2018,Zaza Pachulia,2018,DET,68,Active,C,34,3.9
CHI2018,Jabari Parker,2018,CHI,39,Active,PF,23,14.3
WAS2018,Jabari Parker,2018,WAS,25,Active,PF,23,15
CHO2018,Tony Parker,2018,CHO,56,Active,PG,36,9.5
MEM2018,Chandler Parsons,2018,MEM,25,Active,SF,30,7.5
OKC2018,Patrick Patterson,2018,OKC,63,Active,PF,29,3.6
